device_type_code,capability_item_code,param_code,param_name,uom_code,status,evidence_source
SPHYGMOMANOMETERS,CUFF_LEAK_TEST,SPHYG_LEAK_TEST,Cuff/Manometer Leak Test,MMHG,CONFIRMED,LK Sphygmomanometer.pdf p2
SPHYGMOMANOMETERS,RAPID_DEFLATION_RATE,SPHYG_DEFLATION,Rapid Deflation Rate,SEC,CONFIRMED,LK Sphygmomanometer.pdf p2
SPHYGMOMANOMETERS,PRESSURE_READING_ACCURACY,SPHYG_PRESSURE_ACC,Pressure Reading Accuracy,MMHG,CONFIRMED,LK Sphygmomanometer.pdf p2
ULTRASONIC_NEBULIZERS,ROOM_TEMPERATURE,UNEB_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Nebulizer Ultrasonic.pdf [verified]
ULTRASONIC_NEBULIZERS,ROOM_HUMIDITY,UNEB_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Nebulizer Ultrasonic.pdf [verified]
ULTRASONIC_NEBULIZERS,INPUT_VOLTAGE,UNEB_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Nebulizer Ultrasonic.pdf [verified]
ULTRASONIC_NEBULIZERS,PROTECTIVE_EARTH_RESISTANCE,UNEB_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Nebulizer Ultrasonic.pdf [verified]
ULTRASONIC_NEBULIZERS,INSULATION_RESISTANCE,UNEB_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Nebulizer Ultrasonic.pdf [verified]
ULTRASONIC_NEBULIZERS,EQUIPMENT_LEAKAGE_CURRENT,UNEB_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Nebulizer Ultrasonic.pdf [verified]
ULTRASONIC_NEBULIZERS,APPLIED_PART_LEAKAGE_CURRENT,UNEB_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Nebulizer Ultrasonic.pdf [verified]
ULTRASONIC_NEBULIZERS,FLOW_RATE_ACCURACY,UNEB_FLOW_RATE,Gas Flow Rate Accuracy,L_MIN,CONFIRMED,LK Nebulizer Ultrasonic.pdf
NEBULIZER_COMPRESSOR,ROOM_TEMPERATURE,NCOMP_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Nebulizer Compressor.pdf [verified]
NEBULIZER_COMPRESSOR,ROOM_HUMIDITY,NCOMP_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Nebulizer Compressor.pdf [verified]
NEBULIZER_COMPRESSOR,INPUT_VOLTAGE,NCOMP_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Nebulizer Compressor.pdf [verified]
NEBULIZER_COMPRESSOR,PROTECTIVE_EARTH_RESISTANCE,NCOMP_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Nebulizer Compressor.pdf [verified]
NEBULIZER_COMPRESSOR,INSULATION_RESISTANCE,NCOMP_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Nebulizer Compressor.pdf [verified]
NEBULIZER_COMPRESSOR,EQUIPMENT_LEAKAGE_CURRENT,NCOMP_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Nebulizer Compressor.pdf [verified]
NEBULIZER_COMPRESSOR,APPLIED_PART_LEAKAGE_CURRENT,NCOMP_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Nebulizer Compressor.pdf [verified]
NEBULIZER_COMPRESSOR,FLOW_RATE_ACCURACY,NCOMP_FLOW_RATE,Gas Flow Rate Accuracy,L_MIN,CONFIRMED,LK Nebulizer Compressor.pdf
OVEN,ROOM_TEMPERATURE,OVEN_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Oven.pdf [verified]
OVEN,ROOM_HUMIDITY,OVEN_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Oven.pdf [verified]
OVEN,INPUT_VOLTAGE,OVEN_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Oven.pdf [verified]
OVEN,PROTECTIVE_EARTH_RESISTANCE,OVEN_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Oven.pdf [verified]
OVEN,INSULATION_RESISTANCE,OVEN_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Oven.pdf [verified]
OVEN,EQUIPMENT_LEAKAGE_CURRENT,OVEN_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Oven.pdf [verified]
OVEN,APPLIED_PART_LEAKAGE_CURRENT,OVEN_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Oven.pdf [verified]
OVEN,STERILIZATION_TEMPERATURE,OVEN_TEMP,Sterilization/Drying Temperature (multi-point),DEG_C,CONFIRMED,LK Oven.pdf
KULKAS_VAKSIN,ROOM_TEMPERATURE,KVAK_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf [verified]
KULKAS_VAKSIN,ROOM_HUMIDITY,KVAK_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf [verified]
KULKAS_VAKSIN,INPUT_VOLTAGE,KVAK_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf [verified]
KULKAS_VAKSIN,PROTECTIVE_EARTH_RESISTANCE,KVAK_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf [verified]
KULKAS_VAKSIN,INSULATION_RESISTANCE,KVAK_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf [verified]
KULKAS_VAKSIN,EQUIPMENT_LEAKAGE_CURRENT,KVAK_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf [verified]
KULKAS_VAKSIN,APPLIED_PART_LEAKAGE_CURRENT,KVAK_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf [verified]
KULKAS_VAKSIN,STORAGE_TEMPERATURE_UNIFORMITY,KVAK_STORAGE_TEMP,"Storage Temperature Uniformity (multi-point, 2-10C)",DEG_C,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf p2
COALD_CHAIN,ROOM_TEMPERATURE,CCHAIN_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf (shared doc) [verified]
COALD_CHAIN,ROOM_HUMIDITY,CCHAIN_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf (shared doc) [verified]
COALD_CHAIN,INPUT_VOLTAGE,CCHAIN_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf (shared doc) [verified]
COALD_CHAIN,PROTECTIVE_EARTH_RESISTANCE,CCHAIN_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf (shared doc) [verified]
COALD_CHAIN,INSULATION_RESISTANCE,CCHAIN_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf (shared doc) [verified]
COALD_CHAIN,EQUIPMENT_LEAKAGE_CURRENT,CCHAIN_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf (shared doc) [verified]
COALD_CHAIN,APPLIED_PART_LEAKAGE_CURRENT,CCHAIN_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf (shared doc) [verified]
COALD_CHAIN,STORAGE_TEMPERATURE_UNIFORMITY,CCHAIN_STORAGE_TEMP,"Storage Temperature Uniformity (multi-point, 2-10C)",DEG_C,CONFIRMED,LK Cold Chain Vaccine Refrigerator.pdf p2 (shared doc)
BED_SIDE_MONITOR,ROOM_TEMPERATURE,BSM_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Bed Side Monitor.pdf [verified]
BED_SIDE_MONITOR,ROOM_HUMIDITY,BSM_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Bed Side Monitor.pdf [verified]
BED_SIDE_MONITOR,INPUT_VOLTAGE,BSM_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Bed Side Monitor.pdf [verified]
BED_SIDE_MONITOR,PROTECTIVE_EARTH_RESISTANCE,BSM_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Bed Side Monitor.pdf [verified]
BED_SIDE_MONITOR,INSULATION_RESISTANCE,BSM_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Bed Side Monitor.pdf [verified]
BED_SIDE_MONITOR,EQUIPMENT_LEAKAGE_CURRENT,BSM_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Bed Side Monitor.pdf [verified]
BED_SIDE_MONITOR,APPLIED_PART_LEAKAGE_CURRENT,BSM_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Bed Side Monitor.pdf [verified]
BED_SIDE_MONITOR,HEART_RATE,BSM_HEART_RATE,Heart Rate,BPM,CONFIRMED,LK Bed Side Monitor.pdf
BED_SIDE_MONITOR,RESPIRATION_RATE,BSM_RESP_RATE,Respiration Rate,RPM,CONFIRMED,LK Bed Side Monitor.pdf
BED_SIDE_MONITOR,SPO2_ACCURACY,BSM_SPO2,SpO2 Accuracy,SPO2,CONFIRMED,LK Bed Side Monitor.pdf
BED_SIDE_MONITOR,SYSTOLIC_PRESSURE,BSM_SYSTOLIC,Systolic Pressure,MMHG,CONFIRMED,LK Bed Side Monitor.pdf
BED_SIDE_MONITOR,DIASTOLIC_PRESSURE,BSM_DIASTOLIC,Diastolic Pressure,MMHG,CONFIRMED,LK Bed Side Monitor.pdf
BED_SIDE_MONITOR,MEAN_ARTERIAL_PRESSURE,BSM_MAP,Mean Arterial Pressure,MMHG,CONFIRMED,LK Bed Side Monitor.pdf
PATIENT_MONITOR,ROOM_TEMPERATURE,PM_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Bed Side Monitor.pdf (shared doc) [verified]
PATIENT_MONITOR,ROOM_HUMIDITY,PM_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Bed Side Monitor.pdf (shared doc) [verified]
PATIENT_MONITOR,INPUT_VOLTAGE,PM_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Bed Side Monitor.pdf (shared doc) [verified]
PATIENT_MONITOR,PROTECTIVE_EARTH_RESISTANCE,PM_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Bed Side Monitor.pdf (shared doc) [verified]
PATIENT_MONITOR,INSULATION_RESISTANCE,PM_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Bed Side Monitor.pdf (shared doc) [verified]
PATIENT_MONITOR,EQUIPMENT_LEAKAGE_CURRENT,PM_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Bed Side Monitor.pdf (shared doc) [verified]
PATIENT_MONITOR,APPLIED_PART_LEAKAGE_CURRENT,PM_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Bed Side Monitor.pdf (shared doc) [verified]
PATIENT_MONITOR,HEART_RATE,PM_HEART_RATE,Heart Rate,BPM,CONFIRMED,LK Bed Side Monitor.pdf (shared doc)
PATIENT_MONITOR,RESPIRATION_RATE,PM_RESP_RATE,Respiration Rate,RPM,CONFIRMED,LK Bed Side Monitor.pdf (shared doc)
PATIENT_MONITOR,SPO2_ACCURACY,PM_SPO2,SpO2 Accuracy,SPO2,CONFIRMED,LK Bed Side Monitor.pdf (shared doc)
PATIENT_MONITOR,SYSTOLIC_PRESSURE,PM_SYSTOLIC,Systolic Pressure,MMHG,CONFIRMED,LK Bed Side Monitor.pdf (shared doc)
PATIENT_MONITOR,DIASTOLIC_PRESSURE,PM_DIASTOLIC,Diastolic Pressure,MMHG,CONFIRMED,LK Bed Side Monitor.pdf (shared doc)
PATIENT_MONITOR,MEAN_ARTERIAL_PRESSURE,PM_MAP,Mean Arterial Pressure,MMHG,CONFIRMED,LK Bed Side Monitor.pdf (shared doc)
FLOW_METER,ROOM_TEMPERATURE,FM_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Flow Meter.pdf p1
FLOW_METER,ROOM_HUMIDITY,FM_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Flow Meter.pdf p1
FLOW_METER,FLOW_RATE_ACCURACY,FM_FLOW_RATE,Gas Flow Rate Accuracy,L_MIN,CONFIRMED,LK Flow Meter.pdf p1
MEDICAL_REFRIGERATOR,ROOM_TEMPERATURE,MREF_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Medical Refrigerator.pdf [verified]
MEDICAL_REFRIGERATOR,ROOM_HUMIDITY,MREF_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Medical Refrigerator.pdf [verified]
MEDICAL_REFRIGERATOR,INPUT_VOLTAGE,MREF_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Medical Refrigerator.pdf [verified]
MEDICAL_REFRIGERATOR,PROTECTIVE_EARTH_RESISTANCE,MREF_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Medical Refrigerator.pdf [verified]
MEDICAL_REFRIGERATOR,INSULATION_RESISTANCE,MREF_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Medical Refrigerator.pdf [verified]
MEDICAL_REFRIGERATOR,EQUIPMENT_LEAKAGE_CURRENT,MREF_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Medical Refrigerator.pdf [verified]
MEDICAL_REFRIGERATOR,APPLIED_PART_LEAKAGE_CURRENT,MREF_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Medical Refrigerator.pdf [verified]
MEDICAL_REFRIGERATOR,STORAGE_TEMPERATURE_UNIFORMITY,MREF_STORAGE_TEMP,"Storage Temperature Uniformity (multi-point, 2-8C)",DEG_C,CONFIRMED,LK Medical Refrigerator.pdf p2
MEDICAL_FREEZER,ROOM_TEMPERATURE,MFRZ_ROOM_TEMP,Room Temperature,DEG_C,CONFIRMED,LK Medical Freezer.pdf [verified]
MEDICAL_FREEZER,ROOM_HUMIDITY,MFRZ_ROOM_HUMIDITY,Room Humidity,PERCENT,CONFIRMED,LK Medical Freezer.pdf [verified]
MEDICAL_FREEZER,INPUT_VOLTAGE,MFRZ_INPUT_VOLTAGE,Input Voltage,V,CONFIRMED,LK Medical Freezer.pdf [verified]
MEDICAL_FREEZER,PROTECTIVE_EARTH_RESISTANCE,MFRZ_EARTH_RESISTANCE,Protective Earth Resistance,OHM,CONFIRMED,LK Medical Freezer.pdf [verified]
MEDICAL_FREEZER,INSULATION_RESISTANCE,MFRZ_INSULATION_RESISTANCE,Insulation Resistance,MOHM,CONFIRMED,LK Medical Freezer.pdf [verified]
MEDICAL_FREEZER,EQUIPMENT_LEAKAGE_CURRENT,MFRZ_EQUIP_LEAKAGE,Equipment Leakage Current,UA,CONFIRMED,LK Medical Freezer.pdf [verified]
MEDICAL_FREEZER,APPLIED_PART_LEAKAGE_CURRENT,MFRZ_APPLIED_LEAKAGE,Applied Part Leakage Current,UA,CONFIRMED,LK Medical Freezer.pdf [verified]
MEDICAL_FREEZER,STORAGE_TEMPERATURE_UNIFORMITY,MFRZ_STORAGE_TEMP,"Storage Temperature Uniformity (multi-point, -5 to -150C)",DEG_C,CONFIRMED,LK Medical Freezer.pdf p2
